CustomerId,Relationship_Strength_Index,Retention_Strength_Score,Retention_Strength_Tier,Engagement_Status,Product_Depth_Segment,Customer_Risk_Segment,NumOfProducts,Balance,Exited,Churn_Status,Bubble_Size
15673790,95,88.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,109200.74,0,Retained Customer,14
15699515,95,88.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,98630.31,0,Retained Customer,14
15802486,80,82.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15808905,80,82.0,Strong Retention,Active Member,Single Product,At-Risk Premium,1,164858.18,0,Retained Customer,7
15633612,80,82.0,Strong Retention,Active Member,Single Product,At-Risk Premium,1,172646.82,0,Retained Customer,7
15584229,90,86.0,Strong Retention,Active Member,Single Product,At-Risk Premium,1,123943.18,0,Retained Customer,7
15798200,50,80.0,Strong Retention,Active Member,High Product Load,High Product Load Risk,3,0.0,0,Retained Customer,21
15673074,85,84.0,Strong Retention,Active Member,Single Product,At-Risk Premium,1,126663.51,0,Retained Customer,7
15656627,80,82.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15613180,85,84.0,Strong Retention,Active Member,Single Product,At-Risk Premium,1,153344.72,0,Retained Customer,7
15677324,90,76.0,Strong Retention,Active Member,Single Product,Standard Monitoring,1,124730.26,0,Retained Customer,7
15799825,85,84.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15804211,80,82.0,Strong Retention,Active Member,Single Product,At-Risk Premium,1,155423.17,0,Retained Customer,7
15734311,80,82.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15810786,80,82.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15617648,90,86.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,95671.75,0,Retained Customer,14
15641043,85,84.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15744046,85,84.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15566843,90,86.0,Strong Retention,Active Member,Single Product,At-Risk Premium,1,134874.4,0,Retained Customer,7
15677382,75,80.0,Strong Retention,Active Member,Single Product,At-Risk Premium,1,107569.96,0,Retained Customer,7
15669922,75,80.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15779497,80,82.0,Strong Retention,Active Member,Single Product,At-Risk Premium,1,127823.93,0,Retained Customer,7
15715199,90,76.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,126815.97,0,Retained Customer,14
15790958,80,82.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15576000,85,84.0,Strong Retention,Active Member,Single Product,At-Risk Premium,1,138033.55,0,Retained Customer,7
15773852,90,86.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,70362.52,0,Retained Customer,14
15663830,85,84.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15705885,75,80.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15776725,85,84.0,Strong Retention,Active Member,Single Product,At-Risk Premium,1,172192.49,0,Retained Customer,7
15677141,75,80.0,Strong Retention,Active Member,Single Product,At-Risk Premium,1,132450.24,0,Retained Customer,7
15776743,90,86.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15690695,90,86.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15567399,80,82.0,Strong Retention,Active Member,Single Product,At-Risk Premium,1,144164.29,0,Retained Customer,7
15566958,85,84.0,Strong Retention,Active Member,Single Product,At-Risk Premium,1,167557.12,0,Retained Customer,7
15683213,90,86.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,74988.59,0,Retained Customer,14
15700946,85,84.0,Strong Retention,Active Member,Single Product,At-Risk Premium,1,152992.91,0,Retained Customer,7
15685564,80,82.0,Strong Retention,Active Member,Single Product,At-Risk Premium,1,105492.53,0,Retained Customer,7
15785975,75,80.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15761340,80,82.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15806132,80,82.0,Strong Retention,Active Member,Single Product,At-Risk Premium,1,146798.81,0,Retained Customer,7
15633640,80,82.0,Strong Retention,Active Member,Single Product,At-Risk Premium,1,161209.66,0,Retained Customer,7
15699634,75,80.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15781884,90,76.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,94667.29,0,Retained Customer,14
15573348,90,76.0,Strong Retention,Active Member,Single Product,Standard Monitoring,1,102050.47,0,Retained Customer,7
15681562,95,88.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,112773.73,0,Retained Customer,14
15573309,75,80.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15716023,65,76.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15671930,80,82.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15736717,85,84.0,Strong Retention,Active Member,Single Product,At-Risk Premium,1,155271.83,0,Retained Customer,7
15747222,85,84.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15814267,85,84.0,Strong Retention,Active Member,Single Product,At-Risk Premium,1,154377.3,0,Retained Customer,7
15698321,90,86.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,95039.73,0,Retained Customer,14
15752846,85,84.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15722090,75,80.0,Strong Retention,Active Member,Single Product,At-Risk Premium,1,81818.49,0,Retained Customer,7
15578908,75,80.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15710316,80,82.0,Strong Retention,Active Member,Single Product,At-Risk Premium,1,144837.79,0,Retained Customer,7
15810898,85,84.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,151659.52,0,Retained Customer,14
15638463,85,84.0,Strong Retention,Active Member,Single Product,At-Risk Premium,1,139480.18,0,Retained Customer,7
15741385,90,86.0,Strong Retention,Active Member,Single Product,At-Risk Premium,1,108231.37,0,Retained Customer,7
15734626,75,80.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15682211,75,80.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15809143,90,86.0,Strong Retention,Active Member,Single Product,At-Risk Premium,1,133060.63,0,Retained Customer,7
15705899,75,80.0,Strong Retention,Active Member,Single Product,At-Risk Premium,1,127510.99,0,Retained Customer,7
15655389,75,80.0,Strong Retention,Active Member,Single Product,At-Risk Premium,1,131762.94,0,Retained Customer,7
15626143,75,80.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15689168,85,84.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,143407.29,0,Retained Customer,14
15681115,90,76.0,Strong Retention,Active Member,Single Product,Standard Monitoring,1,108935.39,0,Retained Customer,7
15693704,95,78.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,114948.76,0,Retained Customer,14
15569209,70,78.0,Strong Retention,Active Member,Single Product,At-Risk Premium,1,76001.57,0,Retained Customer,7
15757916,90,86.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15737169,85,84.0,Strong Retention,Active Member,Single Product,At-Risk Premium,1,144238.7,0,Retained Customer,7
15719170,75,80.0,Strong Retention,Active Member,Single Product,At-Risk Premium,1,112543.42,0,Retained Customer,7
15681878,100,75.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,104339.11,1,Churned Customer,14
15767794,90,76.0,Strong Retention,Active Member,Single Product,Standard Monitoring,1,120718.28,0,Retained Customer,7
15761374,90,86.0,Strong Retention,Active Member,Single Product,At-Risk Premium,1,117444.51,0,Retained Customer,7
15725094,80,82.0,Strong Retention,Active Member,Single Product,At-Risk Premium,1,140211.88,0,Retained Customer,7
15594556,85,84.0,Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15633897,85,94.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,50880.98,0,Retained Customer,14
15727829,75,90.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15570947,105,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,143330.56,0,Retained Customer,14
15624781,95,98.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,142151.75,0,Retained Customer,14
15712543,105,92.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,124828.46,0,Retained Customer,14
15722364,110,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,189026.53,0,Retained Customer,14
15615330,90,96.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15579112,75,90.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15628279,80,92.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15583850,95,98.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,126061.51,0,Retained Customer,14
15784594,95,98.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,130622.34,0,Retained Customer,14
15725311,110,94.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,114722.05,0,Retained Customer,14
15666012,100,90.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,102833.46,0,Retained Customer,14
15751710,105,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,164870.81,0,Retained Customer,14
15779059,100,90.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,119624.54,0,Retained Customer,14
15778142,95,98.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,130089.56,0,Retained Customer,14
15664772,85,94.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,79460.98,0,Retained Customer,14
15606855,85,94.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15607713,75,90.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15749557,85,94.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15763662,85,94.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,39043.29,0,Retained Customer,14
15598275,85,94.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15719958,100,90.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,124548.99,0,Retained Customer,14
15757188,100,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,153455.72,0,Retained Customer,14
15662483,85,94.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15683841,110,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,113270.2,0,Retained Customer,14
15700511,110,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,176702.36,0,Retained Customer,14
15659557,100,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,167738.82,0,Retained Customer,14
15595067,85,94.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15566467,95,98.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,138171.1,0,Retained Customer,14
15736413,75,90.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15687363,100,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,155047.56,0,Retained Customer,14
15781530,85,94.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15748068,80,92.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15767594,85,94.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15812073,85,94.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15789371,100,90.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,119703.1,0,Retained Customer,14
15599403,110,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,125389.7,0,Retained Customer,14
15775663,105,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,134729.99,0,Retained Customer,14
15636444,100,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,141616.55,0,Retained Customer,14
15694641,75,90.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15804009,105,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,167983.17,0,Retained Customer,14
15584518,100,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,144895.05,0,Retained Customer,14
15762048,105,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,154969.79,0,Retained Customer,14
15769499,80,92.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15724944,85,94.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15698474,95,98.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,131039.97,0,Retained Customer,14
15600734,100,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,174397.21,0,Retained Customer,14
15714046,100,90.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,123783.91,0,Retained Customer,14
15795298,100,90.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,206868.78,0,Retained Customer,14
15698839,100,90.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,127559.97,0,Retained Customer,14
15709861,100,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,127786.28,0,Retained Customer,14
15662532,105,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,149085.9,0,Retained Customer,14
15815125,100,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,102486.21,0,Retained Customer,14
15659325,80,92.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15809654,105,92.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,127476.73,0,Retained Customer,14
15634815,80,92.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15719793,80,92.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15762351,75,90.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15769005,100,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,154344.49,0,Retained Customer,14
15658504,100,90.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,137727.34,0,Retained Customer,14
15640260,105,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,131081.66,0,Retained Customer,14
15712409,105,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,182532.23,0,Retained Customer,14
15774328,95,98.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,144757.97,0,Retained Customer,14
15746065,110,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,136281.41,0,Retained Customer,14
15702175,100,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,148654.84,0,Retained Customer,14
15662203,100,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,137560.38,0,Retained Customer,14
15803682,110,94.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,117791.06,0,Retained Customer,14
15756305,85,94.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15714397,95,98.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,101014.08,0,Retained Customer,14
15723013,95,98.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,76656.4,0,Retained Customer,14
15722583,105,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,157576.47,0,Retained Customer,14
15808784,95,98.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,163569.61,0,Retained Customer,14
15650924,100,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,103515.39,0,Retained Customer,14
15742009,80,92.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15665460,75,90.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15593241,80,92.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15656249,100,90.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,118307.57,0,Retained Customer,14
15649668,110,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,145750.45,0,Retained Customer,14
15698349,80,92.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15778589,105,92.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,113014.7,0,Retained Customer,14
15585222,85,94.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15724282,100,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,164113.04,0,Retained Customer,14
15646936,95,98.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,146810.99,0,Retained Customer,14
15770576,105,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,128061.0,0,Retained Customer,14
15792726,105,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,127974.06,0,Retained Customer,14
15688059,110,94.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,105356.09,0,Retained Customer,14
15605293,75,90.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15750055,110,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,100262.88,0,Retained Customer,14
15589221,95,98.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,139762.13,0,Retained Customer,14
15745455,100,90.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,108716.59,0,Retained Customer,14
15605276,80,92.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15740411,105,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,141787.31,0,Retained Customer,14
15625494,110,94.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,125321.84,0,Retained Customer,14
15804235,95,98.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,166178.02,0,Retained Customer,14
15803352,100,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,155736.42,0,Retained Customer,14
15679801,100,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,163097.55,0,Retained Customer,14
15685150,105,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,167658.33,0,Retained Customer,14
15627365,75,90.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15681506,75,90.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15728480,85,94.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15699335,100,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,137657.25,0,Retained Customer,14
15771087,85,94.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,88084.13,0,Retained Customer,14
15635597,85,94.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15612465,110,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,100628.0,0,Retained Customer,14
15717164,105,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,102238.01,0,Retained Customer,14
15698758,75,90.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15654891,85,94.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15683276,110,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,140363.95,0,Retained Customer,14
15621064,100,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,186101.18,0,Retained Customer,14
15598088,80,92.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15737605,95,98.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,126495.57,0,Retained Customer,14
15667424,105,92.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,111094.05,0,Retained Customer,14
15574004,105,92.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,117307.44,0,Retained Customer,14
15607269,95,98.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,151249.45,0,Retained Customer,14
15734312,85,94.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15596575,100,90.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,113193.51,0,Retained Customer,14
15579208,85,94.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15677586,100,90.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,125445.04,0,Retained Customer,14
15570859,95,98.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,181671.16,0,Retained Customer,14
15611191,110,94.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,122453.97,0,Retained Customer,14
15655232,105,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,126803.34,0,Retained Customer,14
15701768,80,92.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15646969,75,90.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15571261,105,92.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,126077.43,0,Retained Customer,14
15764892,100,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,84474.62,0,Retained Customer,14
15797149,100,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,143680.47,0,Retained Customer,14
15641715,85,94.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15631054,75,90.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15585388,110,94.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,125189.75,0,Retained Customer,14
15609669,100,90.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,109949.39,0,Retained Customer,14
15632736,100,90.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,104911.35,0,Retained Customer,14
15659031,105,92.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,126598.99,0,Retained Customer,14
15707634,95,98.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,108698.96,0,Retained Customer,14
15708362,100,90.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,103729.79,0,Retained Customer,14
15652048,105,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,105007.31,0,Retained Customer,14
15801462,105,92.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,109578.04,0,Retained Customer,14
15580366,100,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,118614.6,0,Retained Customer,14
15623277,85,94.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15567335,85,94.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15754599,100,90.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,123311.39,0,Retained Customer,14
15729377,75,90.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15682834,90,96.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,40169.88,0,Retained Customer,14
15631267,105,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,153590.73,0,Retained Customer,14
15750808,95,98.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,131365.37,0,Retained Customer,14
15671804,105,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,146943.38,0,Retained Customer,14
15635893,85,94.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15624592,85,94.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15730447,80,92.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15748381,105,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,185709.28,0,Retained Customer,14
15598940,105,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,181804.34,0,Retained Customer,14
15800806,105,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,122449.31,0,Retained Customer,14
15794356,100,100.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,121765.37,0,Retained Customer,14
15787151,85,94.0,Very Strong Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
